Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1013,47,Male,T-shirt,Clothing,28,Ohio,M,Beige,Spring,4.1,No,2-Day Shipping,No,No,39,Debit Card,Annually
1014,66,Female,T-shirt,Clothing,56,Pennsylvania,S,Grey,Summer,4.7,Yes,2-Day Shipping,No,No,38,Debit Card,Quarterly
1015,43,Male,Sandals,Footwear,46,Illinois,XL,White,Spring,2.6,Yes,Store Pickup,No,No,20,Bank Transfer,Every 3 Months
1016,37,Male,Belt,Accessories,20,Massachusetts,L,Orange,Spring,3.9,No,Standard,No,No,36,Venmo,Every 3 Months
1017,37,Male,Jeans,Clothing,42,Colorado,M,Red,Spring,4.1,No,Next Day Air,No,No,2,Venmo,Monthly
1018,64,Female,Shoes,Footwear,76,Massachusetts,L,Green,Spring,4.8,No,Standard,No,No,33,Bank Transfer,Weekly
1019,58,Male,Scarf,Accessories,37,Michigan,M,Orange,Winter,4.1,Yes,Express,No,No,24,PayPal,Annually
1020,26,Male,Sneakers,Footwear,77,Pennsylvania,L,Blue,Summer,2.8,Yes,Free Shipping,Yes,Yes,42,Debit Card,Bi-Weekly
1021,44,Female,Slippers,Footwear,43,Colorado,M,,Fall,2.9,No,Next Day Air,No,No,49,Venmo,Annually
1022,37,Female,T-shirt,Clothing,60,New York,L,Green,Winter,4.1,No,Standard,No,No,28,Credit Card,Every 3 Months
1023,52,Female,Shirt,Clothing,35,Pennsylvania,M,Green,Summer,3.0,No,Free Shipping,No,No,32,Bank Transfer,Quarterly
1024,20,Male,Coat,Outerwear,78,Colorado,L,Brown,Summer,4.8,No,Next Day Air,No,No,47,Venmo,Monthly
1025,55,Male,Backpack,Accessories,38,Colorado,XL,Grey,Fall,4.8,No,Store Pickup,Yes,Yes,18,Credit Card,Fortnightly
1026,57,Male,Boots,Footwear,64,Ohio,XL,Charcoal,Fall,4.9,No,2-Day Shipping,Yes,Yes,8,Cash,Weekly
1027,30,Female,Sandals,Footwear,58,Pennsylvania,L,Brown,Spring,3.2,No,Store Pickup,No,No,26,Bank Transfer,Annually
1028,25,Male,Shirt,Clothing,33,Pennsylvania,L,Black,Winter,4.3,Yes,Express,No,No,18,PayPal,Annually
1029,51,Female,Belt,Accessories,48,Indiana,M,Pink,Spring,4.2,No,Standard,No,No,32,Cash,Quarterly
1030,31,Male,Hat,Accessories,60,Arizona,S,Grey,Summer,2.6,No,Next Day Air,Yes,Yes,40,Venmo,Annually
1031,67,Male,Backpack,Accessories,26,New York,M,Grey,Winter,3.2,No,Standard,Yes,Yes,26,Credit Card,Fortnightly
1032,59,Female,T-shirt,Clothing,20,Florida,M,Brown,Fall,3.0,Yes,Store Pickup,Yes,Yes,16,PayPal,Monthly
1033,68,Male,Coat,Outerwear,82,Texas,S,Blue,Fall,3.4,Yes,Free Shipping,Yes,Yes,29,PayPal,Fortnightly
1034,46,Female,Sandals,Footwear,50,Illinois,L,Pink,Winter,4.9,No,Standard,No,No,23,PayPal,Monthly
1035,67,Male,Dress,Clothing,43,Illinois,S,Red,Summer,4.6,No,2-Day Shipping,No,No,10,Credit Card,Annually
1036,18,Male,Dress,Clothing,53,North Carolina,M,Red,Fall,3.2,No,Standard,No,No,39,Cash,Bi-Weekly
1037,33,Male,Hoodie,Clothing,38,Virginia,M,Brown,Fall,3.8,No,Standard,No,No,17,Venmo,Bi-Weekly
1038,18,Male,Boots,Footwear,50,Indiana,L,Orange,Spring,3.0,Yes,2-Day Shipping,Yes,Yes,27,PayPal,Monthly
1039,53,Male,Shirt,Clothing,43,Arizona,M,Black,Summer,3.2,No,Express,No,No,46,Credit Card,Monthly
1040,45,Male,Handbag,Accessories,57,New Jersey,S,Charcoal,Winter,2.7,No,Next Day Air,No,No,10,Debit Card,Annually
1041,33,Male,Sneakers,Footwear,55,Colorado,M,Pink,Summer,4.1,Yes,Next Day Air,No,No,22,Venmo,Bi-Weekly
1042,34,Male,Backpack,Accessories,20,Pennsylvania,M,Blue,Winter,4.1,No,Express,No,No,9,Debit Card,Fortnightly
1043,52,Male,Skirt,Clothing,27,Massachusetts,S,White,Winter,4.6,No,Next Day Air,Yes,Yes,22,Credit Card,Bi-Weekly
1044,27,Male,Sweater,Clothing,47,Pennsylvania,L,Purple,Winter,4.7,No,2-Day Shipping,Yes,Yes,16,Credit Card,Bi-Weekly
1045,45,Male,Pants,Clothing,28,Pennsylvania,XL,Brown,Spring,2.9,Yes,Store Pickup,No,No,46,Bank Transfer,Bi-Weekly
1046,50,Male,Gloves,Accessories,20,Wisconsin,L,Black,Winter,4.4,No,Express,No,No,16,Cash,Annually
1047,30,Male,T-shirt,Clothing,54,Missouri,M,Red,Winter,2.8,No,2-Day Shipping,No,No,31,Venmo,Monthly
1048,30,Female,Handbag,Accessories,45,Colorado,M,Olive,Winter,3.4,Yes,Store Pickup,Yes,Yes,7,Cash,Bi-Weekly
1049,36,Female,Hat,Accessories,29,Arizona,M,White,Fall,3.8,No,2-Day Shipping,No,No,23,Venmo,Weekly
1050,49,Male,Pants,Clothing,49,Colorado,L,Maroon,Fall,2.6,No,Express,Yes,Yes,42,Credit Card,Annually
1051,31,Male,Jacket,Outerwear,77,New Jersey,XL,Blue,Summer,2.9,No,2-Day Shipping,No,No,34,Debit Card,Fortnightly
1052,38,Male,Dress,Clothing,54,Texas,S,Purple,Spring,3.2,No,Express,Yes,Yes,15,Debit Card,Bi-Weekly
1053,46,Male,Hoodie,Clothing,54,Georgia,M,Beige,Summer,2.8,No,Express,No,No,49,Venmo,Quarterly
1054,27,Male,Pants,Clothing,20,New York,XL,Olive,Winter,4.8,No,Next Day Air,Yes,Yes,41,PayPal,Weekly
1055,48,Male,Jacket,Outerwear,71,Washington,S,Orange,Spring,3.2,No,Store Pickup,Yes,Yes,21,PayPal,Bi-Weekly
1056,25,Male,Hat,Accessories,42,Ohio,XL,Blue,Spring,3.8,No,2-Day Shipping,Yes,Yes,49,Credit Card,Annually
1057,25,Female,Skirt,Clothing,38,Pennsylvania,M,White,Winter,5.0,No,Standard,No,No,10,Venmo,Weekly
1058,30,Male,Pants,Clothing,45,Tennessee,L,Beige,Winter,3.9,No,Express,No,No,17,PayPal,Fortnightly
1059,33,Male,Scarf,Accessories,46,Illinois,M,Pink,Fall,3.5,No,2-Day Shipping,No,No,47,Debit Card,Weekly
1060,19,Female,Sneakers,Footwear,56,Missouri,L,Beige,Summer,4.8,No,Free Shipping,No,No,49,Cash,Quarterly
1061,68,Female,Shoes,Footwear,77,North Carolina,XL,Olive,Spring,3.1,No,Store Pickup,No,No,42,Credit Card,Weekly
1062,34,Male,Handbag,Accessories,51,Florida,S,Maroon,Fall,2.9,Yes,Free Shipping,No,No,10,Debit Card,Weekly
1063,60,Male,Shirt,Clothing,43,New York,L,Purple,Fall,3.8,No,Standard,Yes,Yes,11,Debit Card,Monthly
1064,65,Male,Hat,Accessories,32,Virginia,S,Brown,Winter,3.6,Yes,Express,No,No,33,Bank Transfer,Every 3 Months
1065,60,Male,Hoodie,Clothing,20,Missouri,M,Orange,Summer,4.5,No,2-Day Shipping,No,No,3,Debit Card,Annually
1066,62,Female,Jacket,Outerwear,70,Indiana,M,Grey,Winter,2.6,No,Express,No,No,50,Credit Card,Fortnightly
1067,23,Male,Sandals,Footwear,34,Florida,L,Red,Winter,4.0,No,2-Day Shipping,Yes,Yes,48,PayPal,Quarterly
1068,37,Female,Sunglasses,Accessories,38,Indiana,M,White,Spring,4.3,Yes,2-Day Shipping,Yes,Yes,41,Credit Card,Every 3 Months
1069,57,Male,Coat,Outerwear,77,Illinois,M,Green,Winter,4.9,No,Express,Yes,Yes,49,Debit Card,Every 3 Months
1070,48,Male,Shorts,Clothing,55,Michigan,S,Grey,Fall,2.9,No,Store Pickup,No,No,12,Cash,Annually
1071,18,Female,Shorts,Clothing,65,California,M,Charcoal,Summer,3.1,No,Next Day Air,No,No,45,Bank Transfer,Weekly
1072,48,Male,Hat,Accessories,34,Ohio,S,Maroon,Spring,4.8,No,Free Shipping,No,No,13,Debit Card,Weekly
1073,60,Male,Shoes,Footwear,89,Pennsylvania,M,Brown,Spring,4.1,No,Free Shipping,No,No,7,Debit Card,Quarterly
1074,61,Female,Skirt,Clothing,48,Wisconsin,L,Yellow,Spring,2.6,Yes,Free Shipping,No,No,14,PayPal,Bi-Weekly
1075,38,Female,Shirt,Clothing,25,Ohio,M,Black,Summer,2.7,No,2-Day Shipping,Yes,Yes,39,Debit Card,Every 3 Months
1076,30,Male,Shirt,Clothing,36,Ohio,XL,Pink,Fall,4.5,No,Express,Yes,Yes,48,Credit Card,Every 3 Months
1077,34,Male,Backpack,Accessories,29,Ohio,M,Black,Fall,3.9,No,Next Day Air,No,No,31,Debit Card,Monthly
1078,33,Male,Gloves,Accessories,43,Ohio,M,Black,Winter,3.9,No,Next Day Air,Yes,Yes,13,PayPal,Annually
1079,36,Male,Hoodie,Clothing,30,Washington,S,Grey,Fall,4.7,No,Next Day Air,Yes,Yes,31,Credit Card,Annually
1080,33,Male,Dress,Clothing,40,Illinois,S,Purple,Winter,3.1,No,Free Shipping,No,No,26,Cash,Bi-Weekly
1081,42,Male,Sandals,Footwear,52,Ohio,L,Beige,Winter,2.9,Yes,Standard,Yes,Yes,26,PayPal,Weekly
1082,20,Female,Shirt,Clothing,38,Washington,M,Yellow,Fall,4.0,No,2-Day Shipping,No,No,18,Debit Card,Annually
1083,32,Female,Boots,Footwear,67,New Jersey,M,Beige,Winter,4.7,No,Store Pickup,No,No,7,PayPal,Annually
1084,34,Female,Coat,Outerwear,84,New York,M,Pink,Winter,3.2,Yes,Free Shipping,No,No,19,Bank Transfer,Annually
1085,26,Female,Gloves,Accessories,52,Pennsylvania,L,Charcoal,Winter,4.2,No,2-Day Shipping,No,No,45,Bank Transfer,Weekly
1086,64,Female,Pants,Clothing,40,Arizona,M,Green,Spring,2.9,No,Next Day Air,Yes,Yes,21,Debit Card,Every 3 Months
1087,53,Female,Shorts,Clothing,63,Missouri,S,Red,Fall,2.9,Yes,Free Shipping,Yes,Yes,2,Venmo,Annually
1088,66,Female,Shirt,Clothing,24,Missouri,M,White,Spring,4.8,No,Store Pickup,No,No,18,PayPal,Bi-Weekly
1089,47,Male,Hoodie,Clothing,24,Indiana,M,Blue,Summer,2.8,No,2-Day Shipping,Yes,Yes,24,Debit Card,Every 3 Months
1090,23,Male,Coat,Outerwear,56,Washington,XL,Black,Fall,2.6,No,Free Shipping,No,No,30,PayPal,Monthly
1091,65,Male,Sweater,Clothing,45,Texas,S,Grey,Fall,,Yes,Free Shipping,Yes,Yes,33,Cash,Monthly
1092,42,Male,Sunglasses,Accessories,53,Wisconsin,M,Olive,Winter,3.4,No,Store Pickup,No,No,22,Cash,Every 3 Months
1093,54,Male,Sneakers,Footwear,45,Massachusetts,M,Pink,Fall,3.5,No,Next Day Air,No,No,8,Cash,Quarterly
1094,38,Male,Jewelry,Accessories,27,Missouri,XL,Orange,Fall,4.5,No,Store Pickup,No,No,23,Credit Card,Quarterly
1095,44,Male,Sneakers,Footwear,51,Missouri,S,Green,Spring,2.9,No,Next Day Air,No,No,1,PayPal,Fortnightly
1096,43,Male,Shirt,Clothing,53,New Jersey,L,Orange,Spring,4.1,No,Express,No,No,26,Bank Transfer,Bi-Weekly
1097,33,Male,Blouse,Clothing,37,North Carolina,L,Pink,Spring,3.3,Yes,Next Day Air,Yes,Yes,23,Venmo,Quarterly
1098,47,Female,Boots,Footwear,46,Massachusetts,M,Charcoal,Summer,2.8,No,2-Day Shipping,No,No,18,Venmo,Monthly
1099,56,Female,Boots,Footwear,34,Colorado,L,Beige,Winter,4.2,No,2-Day Shipping,No,No,34,Cash,Bi-Weekly
1100,19,Male,Scarf,Accessories,26,Indiana,M,Pink,Spring,3.3,Yes,Next Day Air,No,No,38,PayPal,Every 3 Months
1101,24,Male,Hat,Accessories,52,Illinois,S,Beige,Fall,4.7,Yes,Store Pickup,No,No,14,Credit Card,Bi-Weekly
1102,62,Male,Shorts,Clothing,46,Arizona,M,Orange,Winter,4.8,No,Express,Yes,Yes,26,PayPal,Monthly
1103,48,Female,Pants,Clothing,33,Arizona,M,Olive,Summer,4.6,No,Free Shipping,Yes,Yes,26,Venmo,Bi-Weekly
1104,69,Female,Dress,Clothing,63,Illinois,M,Purple,Summer,3.3,No,Store Pickup,No,No,26,PayPal,Monthly
1105,50,Male,Jeans,Clothing,36,North Carolina,L,Maroon,Spring,3.1,Yes,Express,Yes,Yes,21,Venmo,Monthly
1106,52,Female,Blouse,Clothing,66,Missouri,L,Grey,Summer,4.7,No,Store Pickup,No,No,11,Credit Card,Bi-Weekly
1107,65,Male,Jeans,Clothing,66,California,L,Grey,Fall,3.6,Yes,2-Day Shipping,No,No,9,Venmo,Every 3 Months
1108,53,Male,Boots,Footwear,55,Washington,M,Red,Fall,4.3,No,Express,No,No,2,Cash,Fortnightly
1109,35,Female,Shirt,Clothing,22,Massachusetts,M,Maroon,Winter,4.6,No,Standard,Yes,Yes,3,Credit Card,Every 3 Months
1110,45,Male,Shorts,Clothing,79,Missouri,S,Charcoal,Spring,3.2,No,Next Day Air,Yes,Yes,41,PayPal,Weekly
1111,30,Male,Jeans,Clothing,50,Ohio,L,Yellow,Summer,2.8,No,Standard,No,No,4,PayPal,Fortnightly
1112,35,Male,Sunglasses,Accessories,30,Georgia,S,Yellow,Summer,4.1,No,2-Day Shipping,No,No,43,Credit Card,Bi-Weekly
1113,54,Male,Coat,Outerwear,89,Texas,M,Purple,Summer,4.0,No,Express,No,No,45,Cash,Bi-Weekly
1114,25,Female,Gloves,Accessories,45,Pennsylvania,L,Blue,Fall,3.2,No,Store Pickup,Yes,Yes,13,Venmo,Quarterly
1115,53,Female,Jeans,Clothing,64,Wisconsin,L,Pink,Spring,4.0,No,Free Shipping,Yes,Yes,23,Bank Transfer,Annually
1116,48,Male,Dress,Clothing,35,New Jersey,S,Maroon,Summer,4.5,No,Standard,No,No,19,Credit Card,Every 3 Months
1117,34,Male,Sneakers,Footwear,59,North Carolina,L,Beige,Spring,3.4,No,Next Day Air,No,No,20,Debit Card,Monthly
1118,20,Female,Jacket,Outerwear,57,Massachusetts,S,White,Fall,3.1,No,Standard,No,No,18,Debit Card,Weekly
1119,55,Male,Shirt,Clothing,54,Wisconsin,L,Green,Winter,4.3,No,Store Pickup,No,No,18,Cash,Annually
1120,61,Female,Dress,Clothing,44,North Carolina,L,Orange,Winter,4.5,Yes,Standard,No,No,35,Bank Transfer,Bi-Weekly
1121,56,Male,Sandals,Footwear,59,Ohio,L,Pink,Spring,4.9,No,Next Day Air,No,No,21,Venmo,Quarterly
1122,40,Male,Blouse,Clothing,42,Indiana,S,Brown,Spring,2.9,Yes,Standard,No,No,10,Venmo,Every 3 Months
1123,52,Female,Hoodie,Clothing,41,Indiana,M,Beige,Fall,4.7,No,Standard,No,No,19,Credit Card,Quarterly
1124,39,Male,Sunglasses,Accessories,21,Washington,M,Red,Summer,4.4,No,Express,No,No,49,Debit Card,Weekly
1125,36,Male,Boots,Footwear,66,California,M,Purple,Spring,4.3,Yes,Standard,Yes,Yes,50,Cash,Fortnightly
1126,35,Male,Sandals,Footwear,77,California,XL,Grey,Fall,3.3,No,Next Day Air,No,No,4,Bank Transfer,Annually
1127,29,Male,Shoes,Footwear,46,New York,S,Brown,Summer,2.6,No,Express,No,No,29,Cash,Every 3 Months
1128,69,Female,Belt,Accessories,43,Colorado,M,Yellow,Fall,3.8,No,Standard,No,No,49,Cash,Quarterly
1129,53,Male,Boots,Footwear,61,Florida,S,Green,Spring,3.2,No,Standard,Yes,Yes,10,PayPal,Monthly
1130,27,Female,Boots,Footwear,55,Texas,M,Beige,Winter,3.2,No,Store Pickup,No,No,4,Venmo,Annually
1131,63,Female,Belt,Accessories,20,Colorado,M,Olive,Spring,4.8,No,Next Day Air,No,No,11,Credit Card,Every 3 Months
1132,26,Male,Shirt,Clothing,25,Michigan,M,Charcoal,Spring,2.9,No,Store Pickup,No,No,16,PayPal,Every 3 Months
1133,49,Male,Jeans,Clothing,33,Washington,L,Grey,Summer,4.8,No,Free Shipping,Yes,Yes,47,Credit Card,Annually
1134,26,Female,Sneakers,Footwear,22,Florida,XL,Maroon,Winter,3.8,No,Standard,Yes,Yes,13,Credit Card,Annually
1135,37,Female,Pants,Clothing,66,Illinois,L,Pink,Fall,4.6,Yes,2-Day Shipping,No,No,17,Bank Transfer,Annually
1136,52,Male,Dress,Clothing,50,Illinois,XL,White,Summer,3.2,No,Standard,No,No,13,Debit Card,Quarterly
1137,70,Male,Jeans,Clothing,44,Massachusetts,S,Green,Summer,4.1,No,Store Pickup,Yes,Yes,20,Cash,Fortnightly
1138,70,Male,Hat,Accessories,20,Wisconsin,XL,Blue,Spring,3.9,No,Next Day Air,Yes,Yes,50,Cash,Fortnightly
1139,65,Male,Coat,Outerwear,47,Missouri,M,Blue,Fall,4.8,No,Store Pickup,No,No,5,Venmo,Fortnightly
1140,30,Male,Handbag,Accessories,34,New York,S,Orange,Fall,2.9,No,2-Day Shipping,Yes,Yes,23,Bank Transfer,Every 3 Months
1141,22,Male,Jeans,Clothing,74,Colorado,M,Yellow,Fall,3.0,No,2-Day Shipping,Yes,Yes,31,Debit Card,Bi-Weekly
1142,65,Female,T-shirt,Clothing,34,New Jersey,M,Brown,Summer,4.9,Yes,2-Day Shipping,No,No,6,Debit Card,Fortnightly
1143,66,Female,Coat,Outerwear,87,California,L,Maroon,Summer,2.7,No,Free Shipping,No,No,3,PayPal,Every 3 Months
1144,32,Female,Boots,Footwear,47,Massachusetts,S,Black,Spring,4.1,No,2-Day Shipping,Yes,Yes,50,Venmo,Monthly
1145,19,Male,Handbag,Accessories,35,North Carolina,M,Maroon,Summer,2.7,Yes,Next Day Air,Yes,Yes,14,Venmo,Fortnightly
1146,52,Male,Jacket,Outerwear,93,Florida,M,Grey,Spring,2.7,No,2-Day Shipping,No,No,13,Credit Card,Bi-Weekly
1147,22,Female,Sandals,Footwear,49,New Jersey,M,Black,Summer,4.0,No,Express,No,No,18,Bank Transfer,Monthly
1148,20,Female,Jewelry,Accessories,24,Missouri,L,White,Summer,3.9,No,2-Day Shipping,No,No,4,Cash,Every 3 Months
1149,67,Male,Skirt,Clothing,66,Arizona,M,Black,Winter,3.9,No,Free Shipping,Yes,Yes,8,PayPal,Weekly
1150,44,Female,Jeans,Clothing,45,Illinois,M,Green,Fall,3.7,Yes,Free Shipping,No,No,2,Bank Transfer,Every 3 Months
1151,23,Male,Backpack,Accessories,51,North Carolina,L,Maroon,Summer,4.4,No,Standard,No,No,27,PayPal,Weekly
1152,52,Female,Blouse,Clothing,34,Washington,L,Brown,Spring,5.0,No,Standard,Yes,Yes,24,Venmo,Annually
1153,37,Male,Pants,Clothing,66,Missouri,M,Yellow,Spring,3.2,No,Express,No,No,14,Credit Card,Weekly
1154,46,Male,Jeans,Clothing,49,New Jersey,S,Olive,Spring,3.3,No,Standard,No,No,46,Venmo,Fortnightly
1155,65,Male,Dress,Clothing,51,Colorado,XL,Purple,Summer,3.3,No,Store Pickup,No,No,16,Cash,Bi-Weekly
1156,30,Male,Hoodie,Clothing,46,New Jersey,M,White,Summer,4.4,No,Next Day Air,No,No,1,Venmo,Annually
1157,52,Male,Shirt,Clothing,37,Colorado,M,Black,Spring,3.4,No,Standard,Yes,Yes,5,Debit Card,Bi-Weekly
1158,61,Male,Sneakers,Footwear,54,Pennsylvania,S,Purple,Fall,4.2,No,2-Day Shipping,No,No,37,Credit Card,Every 3 Months
1159,40,Male,Belt,Accessories,28,New York,S,Blue,Fall,3.6,No,Free Shipping,No,No,27,Venmo,Fortnightly
1160,69,Female,Shirt,Clothing,59,Tennessee,XL,Green,Winter,4.0,No,Free Shipping,Yes,Yes,14,Credit Card,Bi-Weekly
1161,41,Male,Belt,Accessories,31,Arizona,XL,Red,Winter,4.6,No,2-Day Shipping,Yes,Yes,13,Bank Transfer,Monthly
1162,42,Male,Sandals,Footwear,32,Wisconsin,M,Green,Spring,3.8,No,Express,Yes,Yes,11,PayPal,Weekly
1163,64,Female,Slippers,Footwear,29,Colorado,L,Olive,Fall,3.7,Yes,Free Shipping,No,No,22,Venmo,Weekly
1164,51,Male,Sneakers,Footwear,29,Michigan,L,White,Winter,3.2,Yes,Free Shipping,Yes,Yes,36,Bank Transfer,Bi-Weekly
1165,64,Male,Pants,Clothing,54,Massachusetts,M,White,Winter,3.8,Yes,Store Pickup,Yes,Yes,32,PayPal,Every 3 Months
1166,59,Female,Jeans,Clothing,27,Colorado,L,Red,Fall,3.2,Yes,Express,No,No,38,Credit Card,Weekly
1167,55,Female,Slippers,Footwear,59,Wisconsin,XL,Beige,Spring,4.6,No,Next Day Air,No,No,3,Cash,Every 3 Months
1168,30,Male,Backpack,Accessories,37,Georgia,S,,Winter,3.5,No,Next Day Air,No,No,28,Bank Transfer,Quarterly
1169,39,Female,Boots,Footwear,54,Georgia,S,Blue,Winter,2.8,No,Express,No,No,39,Cash,Fortnightly
1170,63,Male,Slippers,Footwear,61,Georgia,L,Brown,Fall,3.1,Yes,Express,Yes,Yes,11,Debit Card,Weekly
1171,50,Male,Jacket,Outerwear,77,New York,L,Orange,Winter,3.8,No,Next Day Air,No,No,30,Debit Card,Monthly
1172,32,Female,Hoodie,Clothing,20,Michigan,S,Orange,Summer,4.8,No,Express,No,No,1,Debit Card,Monthly
1173,35,Male,Shirt,Clothing,40,North Carolina,M,Orange,Fall,3.3,No,2-Day Shipping,Yes,Yes,46,Credit Card,Weekly
1174,59,Female,Shoes,Footwear,61,Florida,L,Orange,Winter,3.2,Yes,Next Day Air,No,No,37,Debit Card,Quarterly
1175,27,Male,Hat,Accessories,59,Tennessee,M,Pink,Fall,3.5,No,Express,No,No,32,PayPal,Every 3 Months
1176,23,Female,Pants,Clothing,70,Colorado,L,Purple,Fall,4.9,Yes,Standard,Yes,Yes,30,Credit Card,Monthly
1177,58,Male,Hat,Accessories,20,Illinois,L,Beige,Winter,4.6,No,Store Pickup,Yes,Yes,34,Venmo,Monthly
1178,33,Male,Hat,Accessories,29,Florida,M,Green,Winter,2.9,No,Standard,Yes,Yes,22,Debit Card,Annually
1179,58,Male,Skirt,Clothing,21,Massachusetts,L,Red,Fall,4.0,No,Standard,No,No,49,Debit Card,Bi-Weekly
1180,46,Male,Slippers,Footwear,77,California,L,Blue,Winter,4.5,Yes,Express,Yes,Yes,11,Cash,Fortnightly
1181,70,Female,Sunglasses,Accessories,50,Florida,S,Maroon,Summer,4.4,Yes,Store Pickup,No,No,41,Debit Card,Every 3 Months
1182,45,Male,Shoes,Footwear,60,North Carolina,M,Black,Fall,3.7,No,2-Day Shipping,Yes,Yes,39,Bank Transfer,Monthly
1183,63,Male,Handbag,Accessories,37,Wisconsin,M,Blue,Fall,4.3,No,Next Day Air,No,No,42,Debit Card,Annually
1184,63,Male,Backpack,Accessories,55,Texas,L,Grey,Fall,4.0,No,Express,No,No,4,PayPal,Annually
1185,29,Male,Coat,Outerwear,93,Washington,L,Green,Spring,3.0,No,Free Shipping,Yes,Yes,23,PayPal,Every 3 Months
1186,70,Female,Scarf,Accessories,52,Arizona,S,Blue,Summer,2.6,Yes,Standard,Yes,Yes,33,Debit Card,Bi-Weekly
1187,57,Male,Scarf,Accessories,41,Ohio,L,Purple,Spring,3.4,No,Standard,No,No,31,Bank Transfer,Every 3 Months
1188,23,Female,Scarf,Accessories,29,Washington,L,Olive,Fall,2.7,No,2-Day Shipping,Yes,Yes,35,Credit Card,Monthly
1189,18,Male,Hat,Accessories,46,Massachusetts,S,Yellow,Winter,3.5,No,Next Day Air,Yes,Yes,32,PayPal,Every 3 Months
1190,32,Male,Dress,Clothing,57,New York,M,Olive,Fall,4.6,No,2-Day Shipping,No,No,12,Debit Card,Annually
1191,18,Male,Blouse,Clothing,42,Wisconsin,L,Red,Winter,4.6,No,Free Shipping,No,No,42,Bank Transfer,Every 3 Months
1192,36,Male,Shirt,Clothing,39,Illinois,M,Beige,Fall,2.6,No,Standard,No,No,25,PayPal,Monthly
1193,70,Female,Skirt,Clothing,61,Georgia,L,Grey,Summer,2.7,Yes,Standard,No,No,49,Venmo,Annually
1194,43,Female,Handbag,Accessories,59,California,M,Orange,Spring,4.2,No,Free Shipping,No,No,27,PayPal,Annually
1195,19,Female,Shoes,Footwear,43,Arizona,M,Beige,Spring,3.7,Yes,Next Day Air,No,No,27,Credit Card,Fortnightly
1196,44,Male,Sneakers,Footwear,51,Arizona,M,Brown,Winter,2.9,No,Store Pickup,Yes,Yes,30,Venmo,Annually
1197,29,Male,Blouse,Clothing,50,New York,M,Olive,Winter,4.5,No,Standard,No,No,44,Venmo,Monthly
1198,63,Male,Handbag,Accessories,42,Ohio,XL,Orange,Summer,3.0,Yes,Standard,No,No,46,Debit Card,Fortnightly
1199,22,Male,Hoodie,Clothing,37,New Jersey,M,Pink,Winter,2.7,Yes,Standard,No,No,30,PayPal,Bi-Weekly
1200,58,Female,Jewelry,Accessories,63,Virginia,S,Orange,Spring,4.4,No,Store Pickup,No,No,28,PayPal,Every 3 Months
1201,41,Male,Jeans,Clothing,51,Pennsylvania,M,Green,Winter,4.0,No,2-Day Shipping,No,No,3,PayPal,Bi-Weekly
1202,18,Male,Pants,Clothing,52,Massachusetts,L,Blue,Spring,3.5,No,Next Day Air,No,No,4,Cash,Quarterly
1203,53,Female,Sweater,Clothing,71,Virginia,M,Charcoal,Fall,4.2,Yes,Next Day Air,No,No,37,PayPal,Monthly
1204,42,Female,Pants,Clothing,38,Georgia,L,Olive,Spring,4.8,No,2-Day Shipping,Yes,Yes,18,PayPal,Annually
1205,58,Male,Belt,Accessories,33,Florida,M,Charcoal,Fall,2.6,No,Next Day Air,Yes,Yes,22,Debit Card,Weekly
1206,50,Male,Shoes,Footwear,36,California,M,Beige,Summer,4.1,Yes,2-Day Shipping,No,No,32,Venmo,Quarterly
1207,59,Male,Sandals,Footwear,52,Wisconsin,L,Blue,Fall,3.0,No,2-Day Shipping,Yes,Yes,12,Debit Card,Bi-Weekly
1208,42,Male,Skirt,Clothing,22,Pennsylvania,M,Blue,Spring,3.7,Yes,Store Pickup,No,No,17,Venmo,Every 3 Months
1209,18,Male,Skirt,Clothing,56,Tennessee,L,Red,Summer,3.6,No,Store Pickup,No,No,3,Cash,Annually
1210,24,Male,Jacket,Outerwear,81,Pennsylvania,L,Purple,Spring,3.5,No,2-Day Shipping,No,No,39,Debit Card,Bi-Weekly
1211,42,Female,Gloves,Accessories,30,Virginia,L,Blue,Fall,3.0,Yes,Free Shipping,No,No,26,Cash,Annually
1212,39,Female,Sunglasses,Accessories,33,Pennsylvania,M,Beige,Spring,4.5,Yes,Next Day Air,Yes,Yes,10,Debit Card,Quarterly
1213,60,Male,Sunglasses,Accessories,46,Massachusetts,L,White,Winter,3.4,No,Standard,Yes,Yes,30,Bank Transfer,Weekly
1214,39,Male,Sneakers,Footwear,37,Wisconsin,M,Charcoal,Spring,4.7,No,Free Shipping,No,No,8,Debit Card,Every 3 Months
1215,63,Male,Jeans,Clothing,48,New Jersey,M,Yellow,Fall,3.4,No,Standard,Yes,Yes,40,Credit Card,Monthly
1216,27,Male,Sunglasses,Accessories,45,Florida,M,Green,Winter,4.6,No,Standard,No,No,12,Debit Card,Annually
1217,38,Male,Scarf,Accessories,20,Washington,M,Yellow,Summer,3.9,No,Standard,Yes,Yes,14,Bank Transfer,Monthly
1218,58,Male,Shoes,Footwear,65,Ohio,S,Purple,Fall,3.5,Yes,Standard,Yes,Yes,44,Bank Transfer,Fortnightly
