Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Age Group,Spending Segment,High Value Customer
963,59,Male,Jeans,Clothing,20,Virginia,M,Maroon,Summer,2.7,No,2-Day Shipping,No,No,28,Cash,Every 3 Months,56-70,Low,0
964,34,Male,Belt,Accessories,41,Ohio,S,Charcoal,Fall,4.6,No,Free Shipping,No,No,30,Cash,Fortnightly,26-35,Medium,0
965,33,Female,Skirt,Clothing,20,New York,M,Blue,Spring,3.4,No,Express,No,No,38,Debit Card,Bi-Weekly,26-35,Low,0
966,29,Male,Shoes,Footwear,55,Texas,M,Orange,Winter,3.5,No,Standard,No,No,35,Credit Card,Fortnightly,26-35,Medium,1
967,29,Female,Sneakers,Footwear,79,Pennsylvania,M,Purple,Winter,3.3,No,Express,No,No,22,Venmo,Annually,26-35,High,0
968,42,Male,Sneakers,Footwear,80,Arizona,M,Pink,Winter,4.8,No,Next Day Air,Yes,Yes,25,Bank Transfer,Every 3 Months,36-45,High,1
969,23,Male,Hat,Accessories,20,Texas,M,Beige,Spring,2.8,No,Standard,No,No,12,Credit Card,Fortnightly,18-25,Low,0
970,62,Male,Sunglasses,Accessories,39,Ohio,M,Green,Winter,3.9,No,Standard,No,No,29,Debit Card,Every 3 Months,56-70,Medium,0
971,45,Male,Hat,Accessories,20,Massachusetts,L,Red,Spring,2.9,No,Express,No,No,11,PayPal,Annually,36-45,Low,0
972,66,Male,Hoodie,Clothing,27,Indiana,S,Purple,Winter,4.8,Yes,Standard,Yes,Yes,32,PayPal,Quarterly,56-70,Low,0
973,44,Male,Skirt,Clothing,43,Wisconsin,M,Orange,Spring,4.5,No,Store Pickup,No,No,21,Venmo,Annually,36-45,Medium,0
974,34,Female,Sandals,Footwear,73,Illinois,S,Yellow,Summer,3.1,No,Express,Yes,Yes,12,Cash,Fortnightly,26-35,High,0
975,45,Male,Slippers,Footwear,63,New York,S,Red,Winter,3.2,Yes,Next Day Air,No,No,24,Venmo,Bi-Weekly,36-45,High,0
976,26,Male,T-shirt,Clothing,34,Arizona,L,Black,Fall,3.5,No,Next Day Air,No,No,47,Venmo,Quarterly,26-35,Medium,0
977,61,Male,Sneakers,Footwear,65,Missouri,L,Pink,Spring,3.5,No,Next Day Air,Yes,Yes,29,PayPal,Monthly,56-70,High,1
978,56,Male,Shirt,Clothing,20,North Carolina,M,Black,Summer,4.5,Yes,Next Day Air,No,No,18,Debit Card,Quarterly,56-70,Low,0
979,25,Male,Slippers,Footwear,43,Missouri,M,Purple,Summer,3.9,No,Express,No,No,23,Credit Card,Annually,18-25,Medium,0
980,48,Male,Handbag,Accessories,22,Virginia,M,Orange,Winter,3.6,Yes,Standard,No,No,31,PayPal,Fortnightly,46-55,Low,0
981,46,Female,Boots,Footwear,56,Indiana,S,Yellow,Summer,4.3,No,Express,No,No,8,Credit Card,Annually,46-55,Medium,0
982,28,Female,Hat,Accessories,31,Wisconsin,L,Purple,Spring,3.6,No,Express,No,No,29,Cash,Weekly,26-35,Medium,0
983,24,Female,Gloves,Accessories,32,New York,M,Red,Spring,2.8,Yes,Standard,Yes,Yes,2,Debit Card,Monthly,18-25,Medium,0
984,58,Male,Backpack,Accessories,32,North Carolina,L,Blue,Fall,2.8,No,2-Day Shipping,No,No,43,Credit Card,Monthly,56-70,Medium,0
985,31,Male,Jeans,Clothing,45,California,L,Maroon,Spring,3.3,No,Store Pickup,No,No,31,Cash,Every 3 Months,26-35,Medium,1
986,45,Female,Backpack,Accessories,43,California,M,Charcoal,Spring,4.0,No,Next Day Air,No,No,6,Cash,Bi-Weekly,36-45,Medium,0
987,31,Male,T-shirt,Clothing,47,Michigan,S,Grey,Fall,2.8,No,Next Day Air,No,No,24,Bank Transfer,Every 3 Months,26-35,Medium,0
988,52,Male,Sneakers,Footwear,50,Colorado,L,Blue,Winter,3.9,No,Next Day Air,No,No,45,PayPal,Fortnightly,46-55,Medium,1
989,20,Male,Sandals,Footwear,61,Indiana,L,Green,Spring,3.2,No,Express,Yes,Yes,49,Debit Card,Annually,18-25,High,1
990,37,Female,Pants,Clothing,57,New York,M,Brown,Summer,4.2,Yes,Standard,No,No,7,Venmo,Fortnightly,36-45,Medium,0
991,46,Male,Hat,Accessories,26,California,L,Black,Summer,2.6,No,Express,No,No,14,Venmo,Quarterly,46-55,Low,0
992,41,Female,Coat,Outerwear,74,New York,M,Beige,Winter,3.7,No,Store Pickup,Yes,Yes,8,Venmo,Monthly,36-45,High,0
993,50,Female,Gloves,Accessories,52,Missouri,M,Black,Winter,2.6,No,Next Day Air,Yes,Yes,19,Bank Transfer,Weekly,46-55,Medium,0
994,27,Male,Belt,Accessories,20,Colorado,L,Maroon,Winter,3.3,No,Next Day Air,Yes,Yes,44,Credit Card,Monthly,26-35,Low,0
995,41,Female,Sandals,Footwear,82,Michigan,M,Black,Fall,2.5,No,Next Day Air,No,No,36,Bank Transfer,Annually,36-45,High,1
996,58,Male,Sunglasses,Accessories,20,New York,M,Maroon,Spring,3.7,No,Express,Yes,Yes,13,Venmo,Monthly,56-70,Low,0
997,35,Male,Shoes,Footwear,49,Georgia,M,Olive,Winter,4.4,No,Free Shipping,Yes,Yes,17,Bank Transfer,Quarterly,26-35,Medium,0
998,26,Male,Shoes,Footwear,40,New York,L,Beige,Winter,2.8,No,Free Shipping,Yes,Yes,31,Debit Card,Annually,26-35,Medium,0
999,62,Female,Sunglasses,Accessories,67,California,L,Olive,Fall,4.3,No,2-Day Shipping,No,No,30,Cash,Bi-Weekly,56-70,High,1
1000,59,Male,Handbag,Accessories,27,North Carolina,L,Yellow,Summer,4.0,No,Express,Yes,Yes,24,Debit Card,Weekly,56-70,Low,0
1001,54,Male,Backpack,Accessories,27,Washington,L,Orange,Winter,3.8,No,Express,Yes,Yes,22,Debit Card,Quarterly,46-55,Low,0
1002,60,Male,Jewelry,Accessories,29,Michigan,M,Orange,Summer,4.0,No,Free Shipping,No,No,47,Venmo,Every 3 Months,56-70,Low,0
1003,59,Male,Coat,Outerwear,76,Indiana,M,Black,Summer,3.3,No,Next Day Air,Yes,Yes,26,Credit Card,Weekly,56-70,High,1
1004,57,Male,Backpack,Accessories,30,Missouri,S,Maroon,Summer,4.3,No,Standard,Yes,Yes,40,Bank Transfer,Bi-Weekly,56-70,Low,0
1005,44,Male,Jeans,Clothing,43,New York,M,Brown,Fall,4.4,No,Next Day Air,No,No,48,Credit Card,Bi-Weekly,36-45,Medium,0
1006,19,Male,Jewelry,Accessories,20,Ohio,L,Yellow,Fall,4.4,No,Standard,Yes,Yes,17,Cash,Every 3 Months,18-25,Low,0
1007,49,Female,Hoodie,Clothing,45,Washington,S,Blue,Spring,3.2,No,Standard,Yes,Yes,39,Cash,Annually,46-55,Medium,1
1008,32,Male,Sandals,Footwear,55,North Carolina,XL,Brown,Summer,4.1,Yes,Free Shipping,No,No,41,Venmo,Every 3 Months,26-35,Medium,1
1009,58,Female,Jewelry,Accessories,50,North Carolina,M,Olive,Spring,2.9,No,Express,Yes,Yes,11,Debit Card,Bi-Weekly,56-70,Medium,0
1010,42,Male,Skirt,Clothing,64,Virginia,L,Grey,Fall,3.7,No,Store Pickup,No,No,12,Credit Card,Quarterly,36-45,High,0
1011,65,Male,Backpack,Accessories,32,Florida,M,Charcoal,Summer,2.5,Yes,2-Day Shipping,No,No,9,Cash,Fortnightly,56-70,Medium,0
1012,49,Male,Shoes,Footwear,67,Tennessee,L,Pink,Winter,3.0,No,Express,No,No,31,Debit Card,Quarterly,46-55,High,1
1013,47,Male,T-shirt,Clothing,28,Ohio,M,Beige,Spring,4.1,No,2-Day Shipping,No,No,39,Debit Card,Annually,46-55,Low,0
1014,66,Female,T-shirt,Clothing,56,Pennsylvania,S,Grey,Summer,4.7,Yes,2-Day Shipping,No,No,38,Debit Card,Quarterly,56-70,Medium,1
1015,43,Male,Sandals,Footwear,46,Illinois,XL,White,Spring,2.6,Yes,Store Pickup,No,No,20,Bank Transfer,Every 3 Months,36-45,Medium,0
1016,37,Male,Belt,Accessories,20,Massachusetts,L,Orange,Spring,3.9,No,Standard,No,No,36,Venmo,Every 3 Months,36-45,Low,0
1017,37,Male,Jeans,Clothing,42,Colorado,M,Red,Spring,4.1,No,Next Day Air,No,No,2,Venmo,Monthly,36-45,Medium,0
1018,64,Female,Shoes,Footwear,76,Massachusetts,L,Green,Spring,4.8,No,Standard,No,No,33,Bank Transfer,Weekly,56-70,High,1
1019,58,Male,Scarf,Accessories,37,Michigan,M,Orange,Winter,4.1,Yes,Express,No,No,24,PayPal,Annually,56-70,Medium,0
1020,26,Male,Sneakers,Footwear,77,Pennsylvania,L,Blue,Summer,2.8,Yes,Free Shipping,Yes,Yes,42,Debit Card,Bi-Weekly,26-35,High,1
1021,44,Female,Slippers,Footwear,43,Colorado,M,Blue,Fall,2.9,No,Next Day Air,No,No,49,Venmo,Annually,36-45,Medium,0
1022,37,Female,T-shirt,Clothing,60,New York,L,Green,Winter,4.1,No,Standard,No,No,28,Credit Card,Every 3 Months,36-45,Medium,1
1023,52,Female,Shirt,Clothing,35,Pennsylvania,M,Green,Summer,3.0,No,Free Shipping,No,No,32,Bank Transfer,Quarterly,46-55,Medium,0
1024,20,Male,Coat,Outerwear,78,Colorado,L,Brown,Summer,4.8,No,Next Day Air,No,No,47,Venmo,Monthly,18-25,High,1
1025,55,Male,Backpack,Accessories,38,Colorado,XL,Grey,Fall,4.8,No,Store Pickup,Yes,Yes,18,Credit Card,Fortnightly,46-55,Medium,0
1026,57,Male,Boots,Footwear,64,Ohio,XL,Charcoal,Fall,4.9,No,2-Day Shipping,Yes,Yes,8,Cash,Weekly,56-70,High,0
1027,30,Female,Sandals,Footwear,58,Pennsylvania,L,Brown,Spring,3.2,No,Store Pickup,No,No,26,Bank Transfer,Annually,26-35,Medium,1
1028,25,Male,Shirt,Clothing,33,Pennsylvania,L,Black,Winter,4.3,Yes,Express,No,No,18,PayPal,Annually,18-25,Medium,0
1029,51,Female,Belt,Accessories,48,Indiana,M,Pink,Spring,4.2,No,Standard,No,No,32,Cash,Quarterly,46-55,Medium,1
1030,31,Male,Hat,Accessories,60,Arizona,S,Grey,Summer,2.6,No,Next Day Air,Yes,Yes,40,Venmo,Annually,26-35,Medium,1
1031,67,Male,Backpack,Accessories,26,New York,M,Grey,Winter,3.2,No,Standard,Yes,Yes,26,Credit Card,Fortnightly,56-70,Low,0
1032,59,Female,T-shirt,Clothing,20,Florida,M,Brown,Fall,3.0,Yes,Store Pickup,Yes,Yes,16,PayPal,Monthly,56-70,Low,0
1033,68,Male,Coat,Outerwear,82,Texas,S,Blue,Fall,3.4,Yes,Free Shipping,Yes,Yes,29,PayPal,Fortnightly,56-70,High,1
1034,46,Female,Sandals,Footwear,50,Illinois,L,Pink,Winter,4.9,No,Standard,No,No,23,PayPal,Monthly,46-55,Medium,0
1035,67,Male,Dress,Clothing,43,Illinois,S,Red,Summer,4.6,No,2-Day Shipping,No,No,10,Credit Card,Annually,56-70,Medium,0
1036,18,Male,Dress,Clothing,53,North Carolina,M,Red,Fall,3.2,No,Standard,No,No,39,Cash,Bi-Weekly,18-25,Medium,1
1037,33,Male,Hoodie,Clothing,38,Virginia,M,Brown,Fall,3.8,No,Standard,No,No,17,Venmo,Bi-Weekly,26-35,Medium,0
1038,18,Male,Boots,Footwear,50,Indiana,L,Orange,Spring,3.0,Yes,2-Day Shipping,Yes,Yes,27,PayPal,Monthly,18-25,Medium,1
1039,53,Male,Shirt,Clothing,43,Arizona,M,Black,Summer,3.2,No,Express,No,No,46,Credit Card,Monthly,46-55,Medium,0
1040,45,Male,Handbag,Accessories,57,New Jersey,S,Charcoal,Winter,2.7,No,Next Day Air,No,No,10,Debit Card,Annually,36-45,Medium,0
1041,33,Male,Sneakers,Footwear,55,Colorado,M,Pink,Summer,4.1,Yes,Next Day Air,No,No,22,Venmo,Bi-Weekly,26-35,Medium,0
1042,34,Male,Backpack,Accessories,20,Pennsylvania,M,Blue,Winter,4.1,No,Express,No,No,9,Debit Card,Fortnightly,26-35,Low,0
1043,52,Male,Skirt,Clothing,27,Massachusetts,S,White,Winter,4.6,No,Next Day Air,Yes,Yes,22,Credit Card,Bi-Weekly,46-55,Low,0
1044,27,Male,Sweater,Clothing,47,Pennsylvania,L,Purple,Winter,4.7,No,2-Day Shipping,Yes,Yes,16,Credit Card,Bi-Weekly,26-35,Medium,0
1045,45,Male,Pants,Clothing,28,Pennsylvania,XL,Brown,Spring,2.9,Yes,Store Pickup,No,No,46,Bank Transfer,Bi-Weekly,36-45,Low,0
1046,50,Male,Gloves,Accessories,20,Wisconsin,L,Black,Winter,4.4,No,Express,No,No,16,Cash,Annually,46-55,Low,0
1047,30,Male,T-shirt,Clothing,54,Missouri,M,Red,Winter,2.8,No,2-Day Shipping,No,No,31,Venmo,Monthly,26-35,Medium,1
1048,30,Female,Handbag,Accessories,45,Colorado,M,Olive,Winter,3.4,Yes,Store Pickup,Yes,Yes,7,Cash,Bi-Weekly,26-35,Medium,0
1049,36,Female,Hat,Accessories,29,Arizona,M,White,Fall,3.8,No,2-Day Shipping,No,No,23,Venmo,Weekly,36-45,Low,0
1050,49,Male,Pants,Clothing,49,Colorado,L,Maroon,Fall,2.6,No,Express,Yes,Yes,42,Credit Card,Annually,46-55,Medium,1
1051,31,Male,Jacket,Outerwear,77,New Jersey,XL,Blue,Summer,2.9,No,2-Day Shipping,No,No,34,Debit Card,Fortnightly,26-35,High,1
1052,38,Male,Dress,Clothing,54,Texas,S,Purple,Spring,3.2,No,Express,Yes,Yes,15,Debit Card,Bi-Weekly,36-45,Medium,0
1053,46,Male,Hoodie,Clothing,54,Georgia,M,Beige,Summer,2.8,No,Express,No,No,49,Venmo,Quarterly,46-55,Medium,1
1054,27,Male,Pants,Clothing,20,New York,XL,Olive,Winter,4.8,No,Next Day Air,Yes,Yes,41,PayPal,Weekly,26-35,Low,0
1055,48,Male,Jacket,Outerwear,71,Washington,S,Orange,Spring,3.2,No,Store Pickup,Yes,Yes,21,PayPal,Bi-Weekly,46-55,High,0
1056,25,Male,Hat,Accessories,42,Ohio,XL,Blue,Spring,3.8,No,2-Day Shipping,Yes,Yes,49,Credit Card,Annually,18-25,Medium,0
1057,25,Female,Skirt,Clothing,38,Pennsylvania,M,White,Winter,5.0,No,Standard,No,No,10,Venmo,Weekly,18-25,Medium,0
1058,30,Male,Pants,Clothing,45,Tennessee,L,Beige,Winter,3.9,No,Express,No,No,17,PayPal,Fortnightly,26-35,Medium,0
1059,33,Male,Scarf,Accessories,46,Illinois,M,Pink,Fall,3.5,No,2-Day Shipping,No,No,47,Debit Card,Weekly,26-35,Medium,1
1060,19,Female,Sneakers,Footwear,56,Missouri,L,Beige,Summer,4.8,No,Free Shipping,No,No,49,Cash,Quarterly,18-25,Medium,1
1061,68,Female,Shoes,Footwear,77,North Carolina,XL,Olive,Spring,3.1,No,Store Pickup,No,No,42,Credit Card,Weekly,56-70,High,1
1062,34,Male,Handbag,Accessories,51,Florida,S,Maroon,Fall,2.9,Yes,Free Shipping,No,No,10,Debit Card,Weekly,26-35,Medium,0
1063,60,Male,Shirt,Clothing,43,New York,L,Purple,Fall,3.8,No,Standard,Yes,Yes,11,Debit Card,Monthly,56-70,Medium,0
1064,65,Male,Hat,Accessories,32,Virginia,S,Brown,Winter,3.6,Yes,Express,No,No,33,Bank Transfer,Every 3 Months,56-70,Medium,0
1065,60,Male,Hoodie,Clothing,20,Missouri,M,Orange,Summer,4.5,No,2-Day Shipping,No,No,3,Debit Card,Annually,56-70,Low,0
1066,62,Female,Jacket,Outerwear,70,Indiana,M,Grey,Winter,2.6,No,Express,No,No,50,Credit Card,Fortnightly,56-70,High,1
1067,23,Male,Sandals,Footwear,34,Florida,L,Red,Winter,4.0,No,2-Day Shipping,Yes,Yes,48,PayPal,Quarterly,18-25,Medium,0
1068,37,Female,Sunglasses,Accessories,38,Indiana,M,White,Spring,4.3,Yes,2-Day Shipping,Yes,Yes,41,Credit Card,Every 3 Months,36-45,Medium,0
1069,57,Male,Coat,Outerwear,77,Illinois,M,Green,Winter,4.9,No,Express,Yes,Yes,49,Debit Card,Every 3 Months,56-70,High,1
1070,48,Male,Shorts,Clothing,55,Michigan,S,Grey,Fall,2.9,No,Store Pickup,No,No,12,Cash,Annually,46-55,Medium,0
1071,18,Female,Shorts,Clothing,65,California,M,Charcoal,Summer,3.1,No,Next Day Air,No,No,45,Bank Transfer,Weekly,18-25,High,1
1072,48,Male,Hat,Accessories,34,Ohio,S,Maroon,Spring,4.8,No,Free Shipping,No,No,13,Debit Card,Weekly,46-55,Medium,0
1073,60,Male,Shoes,Footwear,89,Pennsylvania,M,Brown,Spring,4.1,No,Free Shipping,No,No,7,Debit Card,Quarterly,56-70,High,0
1074,61,Female,Skirt,Clothing,48,Wisconsin,L,Yellow,Spring,2.6,Yes,Free Shipping,No,No,14,PayPal,Bi-Weekly,56-70,Medium,0
1075,38,Female,Shirt,Clothing,25,Ohio,M,Black,Summer,2.7,No,2-Day Shipping,Yes,Yes,39,Debit Card,Every 3 Months,36-45,Low,0
1076,30,Male,Shirt,Clothing,36,Ohio,XL,Pink,Fall,4.5,No,Express,Yes,Yes,48,Credit Card,Every 3 Months,26-35,Medium,0
1077,34,Male,Backpack,Accessories,29,Ohio,M,Black,Fall,3.9,No,Next Day Air,No,No,31,Debit Card,Monthly,26-35,Low,0
1078,33,Male,Gloves,Accessories,43,Ohio,M,Black,Winter,3.9,No,Next Day Air,Yes,Yes,13,PayPal,Annually,26-35,Medium,0
1079,36,Male,Hoodie,Clothing,30,Washington,S,Grey,Fall,4.7,No,Next Day Air,Yes,Yes,31,Credit Card,Annually,36-45,Low,0
1080,33,Male,Dress,Clothing,40,Illinois,S,Purple,Winter,3.1,No,Free Shipping,No,No,26,Cash,Bi-Weekly,26-35,Medium,0
1081,42,Male,Sandals,Footwear,52,Ohio,L,Beige,Winter,2.9,Yes,Standard,Yes,Yes,26,PayPal,Weekly,36-45,Medium,1
1082,20,Female,Shirt,Clothing,38,Washington,M,Yellow,Fall,4.0,No,2-Day Shipping,No,No,18,Debit Card,Annually,18-25,Medium,0
1083,32,Female,Boots,Footwear,67,New Jersey,M,Beige,Winter,4.7,No,Store Pickup,No,No,7,PayPal,Annually,26-35,High,0
1084,34,Female,Coat,Outerwear,84,New York,M,Pink,Winter,3.2,Yes,Free Shipping,No,No,19,Bank Transfer,Annually,26-35,High,0
1085,26,Female,Gloves,Accessories,52,Pennsylvania,L,Charcoal,Winter,4.2,No,2-Day Shipping,No,No,45,Bank Transfer,Weekly,26-35,Medium,1
1086,64,Female,Pants,Clothing,40,Arizona,M,Green,Spring,2.9,No,Next Day Air,Yes,Yes,21,Debit Card,Every 3 Months,56-70,Medium,0
1087,53,Female,Shorts,Clothing,63,Missouri,S,Red,Fall,2.9,Yes,Free Shipping,Yes,Yes,2,Venmo,Annually,46-55,High,0
1088,66,Female,Shirt,Clothing,24,Missouri,M,White,Spring,4.8,No,Store Pickup,No,No,18,PayPal,Bi-Weekly,56-70,Low,0
1089,47,Male,Hoodie,Clothing,24,Indiana,M,Blue,Summer,2.8,No,2-Day Shipping,Yes,Yes,24,Debit Card,Every 3 Months,46-55,Low,0
1090,23,Male,Coat,Outerwear,56,Washington,XL,Black,Fall,2.6,No,Free Shipping,No,No,30,PayPal,Monthly,18-25,Medium,1
1091,65,Male,Sweater,Clothing,45,Texas,S,Grey,Fall,3.8,Yes,Free Shipping,Yes,Yes,33,Cash,Monthly,56-70,Medium,1
1092,42,Male,Sunglasses,Accessories,53,Wisconsin,M,Olive,Winter,3.4,No,Store Pickup,No,No,22,Cash,Every 3 Months,36-45,Medium,0
1093,54,Male,Sneakers,Footwear,45,Massachusetts,M,Pink,Fall,3.5,No,Next Day Air,No,No,8,Cash,Quarterly,46-55,Medium,0
1094,38,Male,Jewelry,Accessories,27,Missouri,XL,Orange,Fall,4.5,No,Store Pickup,No,No,23,Credit Card,Quarterly,36-45,Low,0
1095,44,Male,Sneakers,Footwear,51,Missouri,S,Green,Spring,2.9,No,Next Day Air,No,No,1,PayPal,Fortnightly,36-45,Medium,0
1096,43,Male,Shirt,Clothing,53,New Jersey,L,Orange,Spring,4.1,No,Express,No,No,26,Bank Transfer,Bi-Weekly,36-45,Medium,1
1097,33,Male,Blouse,Clothing,37,North Carolina,L,Pink,Spring,3.3,Yes,Next Day Air,Yes,Yes,23,Venmo,Quarterly,26-35,Medium,0
1098,47,Female,Boots,Footwear,46,Massachusetts,M,Charcoal,Summer,2.8,No,2-Day Shipping,No,No,18,Venmo,Monthly,46-55,Medium,0
1099,56,Female,Boots,Footwear,34,Colorado,L,Beige,Winter,4.2,No,2-Day Shipping,No,No,34,Cash,Bi-Weekly,56-70,Medium,0
1100,19,Male,Scarf,Accessories,26,Indiana,M,Pink,Spring,3.3,Yes,Next Day Air,No,No,38,PayPal,Every 3 Months,18-25,Low,0
1101,24,Male,Hat,Accessories,52,Illinois,S,Beige,Fall,4.7,Yes,Store Pickup,No,No,14,Credit Card,Bi-Weekly,18-25,Medium,0
1102,62,Male,Shorts,Clothing,46,Arizona,M,Orange,Winter,4.8,No,Express,Yes,Yes,26,PayPal,Monthly,56-70,Medium,1
1103,48,Female,Pants,Clothing,33,Arizona,M,Olive,Summer,4.6,No,Free Shipping,Yes,Yes,26,Venmo,Bi-Weekly,46-55,Medium,0
1104,69,Female,Dress,Clothing,63,Illinois,M,Purple,Summer,3.3,No,Store Pickup,No,No,26,PayPal,Monthly,56-70,High,1
1105,50,Male,Jeans,Clothing,36,North Carolina,L,Maroon,Spring,3.1,Yes,Express,Yes,Yes,21,Venmo,Monthly,46-55,Medium,0
1106,52,Female,Blouse,Clothing,66,Missouri,L,Grey,Summer,4.7,No,Store Pickup,No,No,11,Credit Card,Bi-Weekly,46-55,High,0
1107,65,Male,Jeans,Clothing,66,California,L,Grey,Fall,3.6,Yes,2-Day Shipping,No,No,9,Venmo,Every 3 Months,56-70,High,0
1108,53,Male,Boots,Footwear,55,Washington,M,Red,Fall,4.3,No,Express,No,No,2,Cash,Fortnightly,46-55,Medium,0
1109,35,Female,Shirt,Clothing,22,Massachusetts,M,Maroon,Winter,4.6,No,Standard,Yes,Yes,3,Credit Card,Every 3 Months,26-35,Low,0
1110,45,Male,Shorts,Clothing,79,Missouri,S,Charcoal,Spring,3.2,No,Next Day Air,Yes,Yes,41,PayPal,Weekly,36-45,High,1
1111,30,Male,Jeans,Clothing,50,Ohio,L,Yellow,Summer,2.8,No,Standard,No,No,4,PayPal,Fortnightly,26-35,Medium,0
1112,35,Male,Sunglasses,Accessories,30,Georgia,S,Yellow,Summer,4.1,No,2-Day Shipping,No,No,43,Credit Card,Bi-Weekly,26-35,Low,0
1113,54,Male,Coat,Outerwear,89,Texas,M,Purple,Summer,4.0,No,Express,No,No,45,Cash,Bi-Weekly,46-55,High,1
1114,25,Female,Gloves,Accessories,45,Pennsylvania,L,Blue,Fall,3.2,No,Store Pickup,Yes,Yes,13,Venmo,Quarterly,18-25,Medium,0
1115,53,Female,Jeans,Clothing,64,Wisconsin,L,Pink,Spring,4.0,No,Free Shipping,Yes,Yes,23,Bank Transfer,Annually,46-55,High,0
1116,48,Male,Dress,Clothing,35,New Jersey,S,Maroon,Summer,4.5,No,Standard,No,No,19,Credit Card,Every 3 Months,46-55,Medium,0
1117,34,Male,Sneakers,Footwear,59,North Carolina,L,Beige,Spring,3.4,No,Next Day Air,No,No,20,Debit Card,Monthly,26-35,Medium,0
1118,20,Female,Jacket,Outerwear,57,Massachusetts,S,White,Fall,3.1,No,Standard,No,No,18,Debit Card,Weekly,18-25,Medium,0
1119,55,Male,Shirt,Clothing,54,Wisconsin,L,Green,Winter,4.3,No,Store Pickup,No,No,18,Cash,Annually,46-55,Medium,0
1120,61,Female,Dress,Clothing,44,North Carolina,L,Orange,Winter,4.5,Yes,Standard,No,No,35,Bank Transfer,Bi-Weekly,56-70,Medium,1
1121,56,Male,Sandals,Footwear,59,Ohio,L,Pink,Spring,4.9,No,Next Day Air,No,No,21,Venmo,Quarterly,56-70,Medium,0
1122,40,Male,Blouse,Clothing,42,Indiana,S,Brown,Spring,2.9,Yes,Standard,No,No,10,Venmo,Every 3 Months,36-45,Medium,0
1123,52,Female,Hoodie,Clothing,41,Indiana,M,Beige,Fall,4.7,No,Standard,No,No,19,Credit Card,Quarterly,46-55,Medium,0
1124,39,Male,Sunglasses,Accessories,21,Washington,M,Red,Summer,4.4,No,Express,No,No,49,Debit Card,Weekly,36-45,Low,0
1125,36,Male,Boots,Footwear,66,California,M,Purple,Spring,4.3,Yes,Standard,Yes,Yes,50,Cash,Fortnightly,36-45,High,1
1126,35,Male,Sandals,Footwear,77,California,XL,Grey,Fall,3.3,No,Next Day Air,No,No,4,Bank Transfer,Annually,26-35,High,0
1127,29,Male,Shoes,Footwear,46,New York,S,Brown,Summer,2.6,No,Express,No,No,29,Cash,Every 3 Months,26-35,Medium,1
1128,69,Female,Belt,Accessories,43,Colorado,M,Yellow,Fall,3.8,No,Standard,No,No,49,Cash,Quarterly,56-70,Medium,0
1129,53,Male,Boots,Footwear,61,Florida,S,Green,Spring,3.2,No,Standard,Yes,Yes,10,PayPal,Monthly,46-55,High,0
1130,27,Female,Boots,Footwear,55,Texas,M,Beige,Winter,3.2,No,Store Pickup,No,No,4,Venmo,Annually,26-35,Medium,0
1131,63,Female,Belt,Accessories,20,Colorado,M,Olive,Spring,4.8,No,Next Day Air,No,No,11,Credit Card,Every 3 Months,56-70,Low,0
1132,26,Male,Shirt,Clothing,25,Michigan,M,Charcoal,Spring,2.9,No,Store Pickup,No,No,16,PayPal,Every 3 Months,26-35,Low,0
1133,49,Male,Jeans,Clothing,33,Washington,L,Grey,Summer,4.8,No,Free Shipping,Yes,Yes,47,Credit Card,Annually,46-55,Medium,0
1134,26,Female,Sneakers,Footwear,22,Florida,XL,Maroon,Winter,3.8,No,Standard,Yes,Yes,13,Credit Card,Annually,26-35,Low,0
1135,37,Female,Pants,Clothing,66,Illinois,L,Pink,Fall,4.6,Yes,2-Day Shipping,No,No,17,Bank Transfer,Annually,36-45,High,0
1136,52,Male,Dress,Clothing,50,Illinois,XL,White,Summer,3.2,No,Standard,No,No,13,Debit Card,Quarterly,46-55,Medium,0
1137,70,Male,Jeans,Clothing,44,Massachusetts,S,Green,Summer,4.1,No,Store Pickup,Yes,Yes,20,Cash,Fortnightly,56-70,Medium,0
1138,70,Male,Hat,Accessories,20,Wisconsin,XL,Blue,Spring,3.9,No,Next Day Air,Yes,Yes,50,Cash,Fortnightly,56-70,Low,0
1139,65,Male,Coat,Outerwear,47,Missouri,M,Blue,Fall,4.8,No,Store Pickup,No,No,5,Venmo,Fortnightly,56-70,Medium,0
1140,30,Male,Handbag,Accessories,34,New York,S,Orange,Fall,2.9,No,2-Day Shipping,Yes,Yes,23,Bank Transfer,Every 3 Months,26-35,Medium,0
1141,22,Male,Jeans,Clothing,74,Colorado,M,Yellow,Fall,3.0,No,2-Day Shipping,Yes,Yes,31,Debit Card,Bi-Weekly,18-25,High,1
1142,65,Female,T-shirt,Clothing,34,New Jersey,M,Brown,Summer,4.9,Yes,2-Day Shipping,No,No,6,Debit Card,Fortnightly,56-70,Medium,0
1143,66,Female,Coat,Outerwear,87,California,L,Maroon,Summer,2.7,No,Free Shipping,No,No,3,PayPal,Every 3 Months,56-70,High,0
1144,32,Female,Boots,Footwear,47,Massachusetts,S,Black,Spring,4.1,No,2-Day Shipping,Yes,Yes,50,Venmo,Monthly,26-35,Medium,1
